state_name,district_name,block_tehsil_name,village_name,s_no_of_scheme,ref_scheme_type_surface_flow_name,ref_scheme_type_surface_lift_name,ref_scheme_owner_name,total_owners_holding,ref_scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,not_in_use_years,scheme_status_reason_temporarily_name,scheme_status_reason_permanently_name,water_distribution_method_name,lifting_device_type_name,lifting_device_enrgy_source_name,horse_power_of_lifting_device,pump_operating_days_kharif_season,pump_operating_days_rabi_season,pump_operating_days_perennial_season,pump_operating_days_other_season,avg_pumping_per_day_kharif_season,avg_pumping_per_day_rabi_season,avg_pumping_per_day_perennial_season,avg_pumping_per_day_other_season,ref_selection_id_located_in_major_medium_scheme_name,command_area_name,ref_reason_command_area_name,ref_scheme_recharge_of_ground_water_name,culturable_command_area,ipc_kharif_season,ipc_rabi_season,ipc_perennial_season,ipc_other_season,ipc_total,ipu_kharif_season,ipu_rabi_season,ipu_perennial_season,ipu_other_season,ipu_total,ref_selection_id_under_utilisation_name,ref_reason_for_under_utilisation_name,scheme_designed_storage,ref_filled_up_storage_name,ref_filled_up_storage_space_name,villages_covered,s_no_scheme_within_village_in_water_body,total_no_of_schemes_in_village_above_water_body
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,8,NA,On-drain/canal,Owned by individual farmer,2.024,Others,Male,Up to 2013-2014,25000,20000,2000,Own savings,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Drip,Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,2.02,2.02,2.02,0,0,4.04,0,0,0,0,0,NA,NA,NULL,NA,NA,1,8,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Paidimetta,1,NA,On-River,Govt. Owned,NULL,NA,NA,Up to 2013-2014,860,238,3000000,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,10,120,110,120,120,8,10,10,10,Yes,NULL,NA,No,1237.25,617.41,617.41,1.22,1.22,1237.26,48.58,48.58,0.81,0.81,98.78,No,NA,NULL,NA,NA,9,1,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Pochavaram,4,NA,On-drain/canal,Owned by individual farmer,0.81,Others,Female,Up to 2013-2014,30000,1000,5000,Own savings,NA,0,0,Temporarily Not in use,1,Less discharge of water,NA,Drip,Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.81,0.81,0,0,1.62,0,0,0,0,0,NA,NA,NULL,NA,NA,1,4,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Pochavaram,15,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Male,Up to 2013-2014,25000,20000,5000,Own savings,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Drip,Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,1.22,1.22,1.22,0,0,2.44,0,0,0,0,0,NA,NA,NULL,NA,NA,1,15,NULL
ANDHRA PRADESH,PRAKASAM,Addanki,Kotikalapudi,17,NA,On-River,Owned by individual farmer,1.619,Others,Male,Up to 2013-2014,100000,50000,5000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Under ground pipe,Submersible pump,Electric,5,120,90,0,0,7,7,0,NULL,No,NSRC,Water not available up to field from major/medium scheme,No,0.86,0.32,0.54,0,0,0.86,0.32,0.54,0,0,0.86,No,NA,NULL,NA,NA,1,17,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,31,NA,On-drain/canal,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,25000,20000,5000,NA,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Open Water Channel (lined / Pucca),Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,1.22,1.22,1.22,0,0,2.44,0,0,0,0,0,NA,NA,NULL,NA,NA,1,31,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,33,NA,On-drain/canal,Owned by individual farmer,0.81,Others,Male,Up to 2013-2014,25000,20000,2500,Own savings,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Drip,Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,1.22,1.22,1.22,0,0,2.44,0,0,0,0,0,NA,NA,NULL,NA,NA,1,33,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Pochavaram,20,NA,On-drain/canal,Owned by individual farmer,0.81,Others,Male,Up to 2013-2014,25000,20000,2900,Own savings,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Drip,Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.81,0.81,0,0,1.62,0,0,0,0,0,NA,NA,NULL,NA,NA,1,20,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Pochavaram,21,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Male,Up to 2013-2014,25000,20000,5000,Own savings,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Drip,Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,1.22,1.22,1.22,0,0,2.44,0,0,0,0,0,NA,NA,NULL,NA,NA,1,21,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,1,NA,On-drain/canal,Owned by individual farmer,1.619,Others,Male,Up to 2013-2014,25000,32000,10000,Own savings,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Drip,Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,1.62,1.62,1.62,0,0,3.24,0,0,0,0,0,NA,NA,NULL,NA,NA,1,1,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,28,NA,On-drain/canal,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,25000,20000,2000,NA,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Open Water Channel (lined / Pucca),Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,1.22,1.22,1.22,0,0,2.44,0,0,0,0,0,NA,NA,NULL,NA,NA,1,28,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,30,NA,On-drain/canal,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,25000,25000,5000,NA,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Open Water Channel (lined / Pucca),Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,1.22,1.22,1.22,0,0,2.44,0,0,0,0,0,NA,NA,NULL,NA,NA,1,30,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur,23,NA,On-Stream,Owned by individual farmer,1.85,Others,Male,Up to 2013-2014,20000,30000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,0,0,0,0,NULL,NULL,NULL,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,1.85,0,0,1.85,0,1.85,0,0,1.85,0,1.85,No,NA,NULL,NA,NA,2,23,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur,25,NA,On-Stream,Owned by individual farmer,2.344,OBC,Male,Up to 2013-2014,20000,30000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,0,0,0,0,NULL,NULL,NULL,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,1.25,0,0,1.25,0,1.25,0,0,1.25,0,1.25,No,NA,NULL,NA,NA,2,25,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur,36,NA,On-Stream,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,35000,40000,2000,NA,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,0,0,0,0,NULL,NULL,NULL,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,2.64,0,0,2.64,0,2.64,0,0,2.64,0,2.64,No,NA,NULL,NA,NA,2,34,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur,42,NA,On-Stream,Owned by individual farmer,0.405,Others,Male,Up to 2013-2014,32000,35000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,0,0,0,0,NULL,NULL,NULL,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.41,0,0,0.41,0,0.41,0,0,0.41,0,0.41,No,NA,NULL,NA,NA,2,40,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur,57,NA,On-Stream,Owned by individual farmer,0.405,Others,Male,Up to 2013-2014,30000,32000,2500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,2,0,0,0,0,NULL,NULL,NULL,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.49,0,0,0.49,0,0.49,0,0,0.49,0,0.49,No,NA,NULL,NA,NA,2,55,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur,70,NA,On-Stream,Owned by individual farmer,0.372,Others,Male,Up to 2013-2014,35000,38000,1500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,2,0,0,0,0,NULL,NULL,NULL,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.37,0,0,0.37,0,0.37,0,0,0.37,0,0.37,No,NA,NULL,NA,NA,2,68,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur,77,NA,On-Stream,Owned by individual farmer,1.713,Others,Male,Up to 2013-2014,35000,40000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,0,0,0,0,NULL,NULL,NULL,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.21,0,0,0.21,0,0.21,0,0,0.21,0,0.21,No,NA,NULL,NA,NA,2,75,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur,83,NA,On-Stream,Owned by individual farmer,0.628,Scheduled-tribe,Male,Up to 2013-2014,35000,40000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,2,0,0,0,0,NULL,NULL,NULL,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.63,0,0,0.63,0,0.63,0,0,0.63,0,0.63,No,NA,NULL,NA,NA,2,81,NULL
ANDHRA PRADESH,PRAKASAM,Kurichedu,Perambotla Palem,15,NA,On-drain/canal,Owned by individual farmer,24.696,Others,Male,Up to 2013-2014,5000,18000,1500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Electric,4.5,0,155,0,0,NULL,7,0,NULL,Yes,NULL,NA,No,1.34,0,1.34,0,0,1.34,0,0.41,0,0,0.41,Yes,Storage not filled up fully,NULL,NA,NA,1,15,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,13,NA,On-drain/canal,Owned by individual farmer,0.405,Others,Male,Up to 2013-2014,25000,20000,3000,Own savings,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Drip,Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.41,0.41,0.41,0,0,0.82,0,0,0,0,0,NA,NA,NULL,NA,NA,1,13,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,17,NA,On-drain/canal,Owned by individual farmer,2.024,Others,Male,Up to 2013-2014,25000,20000,3000,Own savings,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Drip,Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,2.02,2.02,2.02,0,0,4.04,0,0,0,0,0,NA,NA,NULL,NA,NA,1,17,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,22,NA,On-drain/canal,Owned by individual farmer,1.619,Others,Male,Up to 2013-2014,25000,20000,3000,Own savings,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Drip,Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,1.62,1.62,1.62,0,0,3.24,0,0,0,0,0,NA,NA,NULL,NA,NA,1,22,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,24,NA,On-drain/canal,Owned by individual farmer,0.81,Others,Male,Up to 2013-2014,25000,20000,3000,Own savings,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Drip,Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.81,0.81,0,0,1.62,0,0,0,0,0,NA,NA,NULL,NA,NA,1,24,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur,46,NA,On-Stream,Owned by individual farmer,0.364,OBC,Male,Up to 2013-2014,33000,35000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,0,0,0,0,NULL,NULL,NULL,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.16,0,0,0.16,0,0.16,0,0,0.16,0,0.16,No,NA,NULL,NA,NA,2,44,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur,50,NA,On-Stream,Owned by individual farmer,0.607,OBC,Male,Up to 2013-2014,30000,32000,2500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,0,0,0,0,NULL,NULL,NULL,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.33,0,0,0.33,0,0.33,0,0,0.33,0,0.33,No,NA,NULL,NA,NA,2,48,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur,64,NA,On-Stream,Owned by individual farmer,0.81,Others,Male,Up to 2013-2014,36000,38000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,0,0,0,0,NULL,NULL,NULL,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.57,0,0,0.57,0,0.57,0,0,0.57,0,0.57,No,NA,NULL,NA,NA,2,62,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur,65,NA,On-Stream,Owned by individual farmer,0.445,Others,Female,Up to 2013-2014,35000,40000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,0,0,0,0,NULL,NULL,NULL,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.28,0,0,0.28,0,0.28,0,0,0.28,0,0.28,No,NA,NULL,NA,NA,2,63,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Thadipudi,1,NA,On-drain/canal,Owned by individual farmer,0.405,Others,Male,Up to 2013-2014,25000,30000,10000,Own savings,NA,0,0,Temporarily Not in use,2,Less discharge of water,NA,Drip, Centrifugal Pump,Diesel,5,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.41,0.41,0.41,0,0,0.82,0,0,0,0,0,NA,Storage not filled up fully,NULL,NA,NA,2,1,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Keerthi Padu,8,NA,On-Stream,Owned by individual farmer,1.012,Others,Male,Up to 2013-2014,30000,25000,5000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,7,7,0,0,7,7,0,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,1.01,0.61,0.61,0,0,1.22,0.61,0.61,0,0,1.22,No,NA,NULL,NA,NA,2,8,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Nandipadu,19,NA,On-Stream,Owned by individual farmer,1.49,Others,Male,Up to 2013-2014,35000,41000,3000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Drip, Centrifugal Pump,Electric,4.5,30,35,60,0,7,7,7,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,2.02,0.61,0.61,0.81,0,2.03,0.61,0.61,0.81,0,2.03,No,NA,NULL,NA,NA,2,19,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Keerthi Padu,23,NA,On-Stream,Owned by individual farmer,0.607,Scheduled-caste,Male,Up to 2013-2014,25000,10000,2500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,32,32,0,0,7,7,0,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.61,0.61,0.61,0,0,1.22,0.41,0.41,0,0,0.82,Yes,Siltation of canal/storage,NULL,NA,NA,2,23,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Nandipadu,12,NA,On-Stream,Owned by individual farmer,4.413,Others,Male,Up to 2013-2014,30000,30000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,30,30,0,0,7,7,0,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.81,0.41,0.41,0,0,0.82,0.41,0.41,0,0,0.82,No,NA,NULL,NA,NA,1,12,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Rachavari Palem,4,NA,On-Stream,Owned by individual farmer,0.923,Others,Male,Up to 2013-2014,35000,20000,2500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,30,30,0,0,7,7,0,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.92,0.46,0.46,0,0,0.92,0.46,0.46,0,0,0.92,No,NA,NULL,NA,NA,2,4,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Nyayampalle,1,NA,On Tanks/Ponds/Reservoirs/check dams,Panchayat Owned,NULL,NA,NA,Up to 2013-2014,0,0,5000000,NA,NA,0,0,In-Use,NULL,NA,NA,Other,Submersible pump,Others,10,60,90,0,0,7,6,0,NULL,Yes,NULL,NA,No,43.73,24.29,36.44,0,0,60.73,24.29,36.44,0,0,60.73,No,NA,50,Upto 1/2,Rarely filled up,1,1,NULL
ANDHRA PRADESH,PRAKASAM,Addanki,Nannurupadu,7,NA,On-River,Owned by individual farmer,1.619,Scheduled-caste,Male,During 2014-2015,200000,50000,10000,Own savings,NA,0,0,Temporarily Not in use,1,Less discharge of water,NA,Under ground pipe,Submersible pump,Electric,5,0,0,0,0,NULL,NULL,NULL,NULL,No,NSRC,Water not available up to field from major/medium scheme,No,0.81,0.57,0.24,0,0,0.81,0,0,0,0,0,NA,NA,NULL,NA,NA,1,7,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,35,NA,On-drain/canal,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,25000,25000,5000,NA,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Open Water Channel (lined / Pucca),Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,1.22,1.22,1.22,0,0,2.44,0,0,0,0,0,NA,NA,NULL,NA,NA,1,35,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,36,NA,On-drain/canal,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,25000,20000,5000,NA,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Open Water Channel (lined / Pucca),Others,Diesel,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,1.22,1.22,1.22,0,0,2.44,0,0,0,0,0,NA,NA,NULL,NA,NA,1,36,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Ragolapalle,37,NA,On-drain/canal,Owned by individual farmer,0.81,Others,Male,Up to 2013-2014,25000,20000,5000,Own savings,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Drip,Others,Diesel,2,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.81,0.81,0,0,1.62,0,0,0,0,0,NA,NA,NULL,NA,NA,1,37,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Thadipudi,2,NA,On-drain/canal,Owned by individual farmer,0.405,Others,Male,Up to 2013-2014,50000,25000,15000,Own savings,NA,0,0,Temporarily Not in use,1,Non-availability of finance,NA,Drip, Centrifugal Pump,Diesel,5,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.41,0.41,0.41,0,0,0.82,0,0,0,0,0,NA,Storage not filled up fully,NULL,NA,NA,2,2,NULL
ANDHRA PRADESH,PRAKASAM,Yeddana Pudi,Enamadala,4,NA,On-Stream,Owned by individual farmer,4.049,Others,Male,Up to 2013-2014,5000,13000,0,Own savings,NA,0,0,Permanently Not in use,5,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,4.05,2.02,2.03,0,0,4.05,NULL,NULL,NULL,NULL,NULL,NA,Storage not filled up fully,NULL,NA,NA,1,3,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Keerthi Padu,3,NA,On-Stream,Owned by individual farmer,1.393,OBC,Female,Up to 2013-2014,50000,35000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,30,30,0,0,7,7,0,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,1.39,0.81,0.58,0,0,1.39,0.81,0.58,0,0,1.39,No,NA,NULL,NA,NA,2,3,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Keerthi Padu,15,NA,On-Stream,Owned by individual farmer,0.81,OBC,Male,Up to 2013-2014,20000,30000,3000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,30,30,0,0,7,7,0,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.81,0.41,0.41,0,0,0.82,0.41,0.41,0,0,0.82,Yes,Siltation of canal/storage,NULL,NA,NA,2,15,NULL
ANDHRA PRADESH,PRAKASAM,Maddipadu,Keerthi Padu,10,NA,On-Stream,Owned by individual farmer,0.632,Others,Male,Up to 2013-2014,30000,35000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,4.5,30,30,0,0,7,7,0,NULL,No,Gundlakamma Reservoir Project,Water not available up to field from major/medium scheme,No,0.63,0.63,0.63,0,0,1.26,0.61,0.41,0,0,1.02,No,NA,NULL,NA,NA,2,10,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,K.Kannapuram,2,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,During 2014-2015,0,0,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,60,90,0,0,7,6,0,NULL,Yes,NULL,NA,No,20.24,8.1,4.05,4.05,4.05,20.25,8.1,4.05,4.05,4.05,20.25,Yes,Storage not filled up fully,220,Upto 1/4,Rarely filled up,1,2,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Kondalaraopalem,1,NA,Others,Panchayat Owned,NULL,NA,NA,Up to 2013-2014,50000,0,30000,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,10,60,90,0,0,7,6,0,NULL,Yes,NULL,NA,No,8.1,8.1,8.1,0,0,16.2,8.1,8.1,0,0,16.2,No,NA,NULL,NA,NA,1,1,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Koppaka,6,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca),Others,Electric,5,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0,0,0,0,0,0,0,0,0,0,0,No,NA,60,Upto 1/2,Rarely filled up,4,5,NULL
ANDHRA PRADESH,PRAKASAM,Addanki,Nannurupadu,1,NA,On-Stream,Owned by individual farmer,0.656,Scheduled-caste,Male,Up to 2013-2014,200000,50000,5000,Own savings,NA,0,0,Temporarily Not in use,1,Less discharge of water,NA,Under ground pipe,Submersible pump,Electric,5,0,0,0,0,NULL,NULL,NULL,NULL,No,NSRC,Water not available up to field from major/medium scheme,No,0.66,0.41,0.25,0,0,0.66,0,0,0,0,0,NA,NA,NULL,NA,NA,1,1,NULL
ANDHRA PRADESH,PRAKASAM,Addanki,Nannurupadu,8,NA,On-River,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,200000,100000,10000,NA,NA,0,0,Temporarily Not in use,1,Less discharge of water,NA,Under ground pipe,Submersible pump,Electric,5,0,0,0,0,NULL,NULL,NULL,NULL,No,NSRC,Water not available up to field from major/medium scheme,No,0.74,0.41,0.33,0,0,0.74,0,0,0,0,0,NA,NA,NULL,NA,NA,1,8,NULL
ANDHRA PRADESH,PRAKASAM,Addanki,Ramayapalem (U),4,NA,On-River,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,45000,36000,5600,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,5,0,0,0,0,NULL,NULL,NULL,NULL,No,NSRC,Other reasons,No,2.27,2.27,0,0,0,2.27,0,0,0,0,0,NA,NA,NULL,NA,NA,1,4,NULL
ANDHRA PRADESH,PRAKASAM,Addanki,Vemparala,7,NA,On-River,Owned by individual farmer,0.607,Others,Female,Up to 2013-2014,100000,50000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Electric,5,120,90,0,0,7,7,0,NULL,No,NSRC,Water not available up to field from major/medium scheme,No,0.61,0.41,0.2,0,0,0.61,0.41,0.2,0,0,0.61,No,NA,NULL,NA,NA,1,7,NULL
ANDHRA PRADESH,PRAKASAM,Parchur,Cherukuru,2,NA,On-drain/canal,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,100000,50000,25000,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,4.5,120,0,0,0,9,NULL,NULL,NULL,No,Krishna Delta,Water not available up to field from major/medium scheme,No,20.24,20.24,0,0,0,20.24,0.41,0,0,0,0.41,No,NA,NULL,NA,NA,3,1,NULL
ANDHRA PRADESH,PRAKASAM,Parchur,Cherukuru,14,NA,On-drain/canal,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,10000,50000,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,4.5,120,0,0,0,7,NULL,NULL,NULL,Yes,NULL,NA,No,16.19,16.19,0,0,0,16.19,0.41,0,0,0,0.41,NA,NA,NULL,NA,NA,1,13,NULL
